tumor,gt_top,encoded_top,intersection
tgm014_preop,"['26797', '20461', '12366', '13894', '13842', '21994', '11718', '16280', '24244', '18263', '13460', '22265', '15639', '25946', '18465']","['26797', '12366', '25911', '16280', '20461', '13842', '25946', '12705', '12377', '23139', '18465', '14531', '22265', '21845', '13791']",['12366' '13842' '16280' '18465' '20461' '22265' '25946' '26797']
tgm015_preop,"['9840', '8556', '25244', '12647', '13008', '20192', '25479', '19494', '12533', '15552', '9903', '11124', '13126', '15922', '11846']","['9461', '10972', '13739', '22724', '13334', '15183', '24399', '21357', '12881', '24709', '14543', '23041', '18033', '9903', '8556']",['8556' '9903']
tgm016_preop,"['22183', '27126', '8144', '21817', '15944', '27366', '12856', '23429', '15341', '14310', '27562', '25182', '25445', '23055', '17942']","['14310', '13604', '27562', '27126', '19939', '24061', '8144', '23661', '11055', '16995', '27366', '17547', '21817', '27807', '22183']",['14310' '21817' '22183' '27126' '27366' '27562' '8144']
tgm017_preop,"['20987', '17725', '16345', '13546', '24580', '24415', '15577', '16457', '22908', '14851', '22604', '19294', '21770', '17421', '25774']","['14365', '18569', '17421', '16634', '24267', '15042', '19294', '22604', '21770', '13449', '12624', '12545', '10649', '8642', '25774']",['17421' '19294' '21770' '22604' '25774']
tgm018_preop,"['13172', '26371', '12184', '19377', '20869', '10747', '12277', '25496', '20806', '27409', '10496', '10783', '23047', '23881', '22087']","['20806', '20816', '14434', '26371', '25563', '24670', '10701', '23852', '16965', '10883', '27409', '21285', '13895', '11484', '23881']",['20806' '23881' '26371' '27409']
tgm019_preop,"['11055', '21009', '15088', '23550', '26370', '11073', '9233', '11203', '16151', '26809', '27445', '22478', '27985', '11300', '24779']","['11055', '13604', '27985', '16995', '27807', '27445', '9591', '24061', '19440', '26352', '21962', '9233', '23550', '15088', '16151']",['11055' '15088' '16151' '23550' '27445' '27985' '9233']
tgm021_preop,"['21241', '21951', '18051', '16918', '15044', '22251', '11103', '22324', '12551', '16765', '10140', '18826', '21017', '20092', '18364']","['24321', '11652', '18488', '25826', '19458', '23027', '24436', '25742', '14909', '23100', '12459', '8374', '17026', '18740', '21951']",['21951']
tgm022_preop,"['11618', '26688', '12354', '14441', '24878', '25806', '13699', '11892', '14860', '17367', '26203', '20578', '25998', '20101', '25088']","['11618', '27002', '26023', '10668', '25558', '14441', '14860', '27185', '24682', '11884', '13699', '13282', '23964', '17920', '27836']",['11618' '13699' '14441' '14860']
tgm023_preop,"['22190', '11506', '24555', '26380', '15670', '18038', '9115', '24409', '22320', '23191', '16408', '12501', '10323', '16477', '9861']","['11506', '15670', '9115', '18038', '24555', '16477', '22320', '22190', '23796', '9861', '23191', '27260', '10711', '21477', '25881']","['11506' '15670' '16477' '18038' '22190' '22320' '23191' '24555' '9115'
 '9861']"
tgm024_preop,"['26371', '20869', '23881', '27629', '10883', '21285', '12184', '11484', '15787', '23852', '20816', '27409', '9875', '25067', '8083']","['8083', '20869', '26371', '8041', '27629', '8856', '21440', '12184', '11840', '20435', '25067', '10883', '9622', '23881', '15303']",['10883' '12184' '20869' '23881' '25067' '26371' '27629' '8083']
