tumor,gt_top,encoded_top,intersection
tgm001_preop,"['15140', '12592', '19285', '24648', '16619', '9478', '10662', '22078', '26304', '26267', '22123', '23837', '26291', '10216', '12619']","['19285', '9478', '15140', '12592', '24648', '26267', '16619', '10662', '23837', '8812', '12619', '22078', '19225', '26304', '14738']","['10662' '12592' '12619' '15140' '16619' '19285' '22078' '23837' '24648'
 '26267' '26304' '9478']"
tgm002_preop,"['8512', '16354', '24483', '26688', '15111', '8274', '17972', '14800', '17367', '11618', '14441', '24566', '18378', '21513', '12982']","['20237', '16102', '12993', '14721', '11618', '26090', '12243', '10896', '10251', '14774', '21928', '27047', '21888', '18180', '20299']",['11618']
tgm003_preop,"['8000', '8001', '8002', '8003', '8004', '8005', '8006', '8007', '8008', '8009', '8010', '8011', '8012', '8013', '8014']","['20237', '16102', '12993', '14721', '26090', '12243', '10896', '10251', '14774', '21928', '11618', '27047', '21888', '18180', '21365']",[]
tgm004_preop,"['8000', '8001', '8002', '8003', '8004', '8005', '8006', '8007', '8008', '8009', '8010', '8011', '8012', '8013', '8014']","['20237', '16102', '12993', '14721', '26090', '12243', '10896', '10251', '14774', '21928', '11618', '27047', '21888', '18180', '21365']",[]
tgm005_preop,"['16428', '22724', '14527', '19930', '8218', '22226', '21711', '14543', '21898', '21862', '23737', '9903', '13762', '10323', '16537']","['22724', '16428', '19930', '14527', '21898', '8218', '21862', '23737', '16537', '14543', '27460', '21674', '13730', '26245', '15183']","['14527' '14543' '16428' '16537' '19930' '21862' '21898' '22724' '23737'
 '8218']"
tgm006_preop,"['8531', '20941', '17098', '17022', '23778', '22357', '21918', '15993', '11124', '8969', '14107', '15932', '8291', '14510', '8822']","['17098', '20941', '8822', '18217', '8531', '16065', '18299', '17022', '8969', '14510', '22116', '22360', '16695', '12147', '23778']",['14510' '17022' '17098' '20941' '23778' '8531' '8822' '8969']
tgm008_preop,"['20932', '24992', '9273', '12606', '10889', '22314', '24725', '8694', '26384', '24040', '27523', '11256', '25174', '24959', '17096']","['11256', '27523', '20932', '24992', '9273', '24725', '26384', '12606', '10889', '11590', '8694', '9138', '14175', '23739', '24459']","['10889' '11256' '12606' '20932' '24725' '24992' '26384' '27523' '8694'
 '9273']"
tgm009_preop,"['17228', '9768', '20671', '10416', '26122', '27960', '25899', '20046', '15503', '27967', '27123', '23888', '18866', '22542', '11334']","['17228', '20046', '9768', '27967', '27123', '20671', '27960', '14464', '24599', '15503', '18866', '10416', '26122', '21959', '18125']","['10416' '15503' '17228' '18866' '20046' '20671' '26122' '27123' '27960'
 '27967' '9768']"
tgm010_preop,"['12948', '16028', '12426', '27066', '25769', '16840', '19359', '8140', '15673', '22952', '10179', '26482', '12102', '22709', '17711']","['12948', '16028', '25769', '19359', '21359', '27066', '26482', '22952', '15673', '12426', '22115', '16736', '8140', '19507', '10179']","['10179' '12426' '12948' '15673' '16028' '19359' '22952' '25769' '26482'
 '27066' '8140']"
tgm011_preop,"['27715', '19232', '17681', '19582', '10711', '8496', '9861', '11579', '16477', '13210', '18038', '14513', '17218', '23796', '24555']","['27715', '19232', '17681', '19582', '10711', '8496', '11579', '13320', '18038', '9861', '11576', '14513', '24515', '17218', '17286']","['10711' '11579' '14513' '17218' '17681' '18038' '19232' '19582' '27715'
 '8496' '9861']"
