tumor,gt_top,encoded_top,intersection
tgm001_preop,"['5509', '4608', '4782', '5751', '5039', '5684', '5406', '5904', '4876', '5133', '4126', '4988', '5431', '4357', '5505']","['4939', '5059', '5431', '4232', '5448', '4718', '5044', '4892', '5992', '5856', '5687', '5683', '4569', '5579', '5454']",['5431']
tgm002_preop,"['4668', '4373', '4996', '5677', '5450', '5904', '5383', '4087', '4702', '5815', '4082', '4126', '5958', '4535', '5337']","['5412', '5797', '5371', '4875', '4828', '5102', '4567', '5920', '4100', '4658', '5292', '4957', '5528', '5605', '5580']",[]
tgm003_preop,"['4668', '4373', '4996', '5677', '5450', '5904', '5383', '4087', '4702', '5815', '4082', '4126', '5958', '4535', '5337']","['4548', '5233', '5845', '4796', '4282', '5249', '4008', '5730', '4128', '5553', '5219', '5488', '5934', '4653', '5662']",[]
tgm004_preop,"['4668', '4373', '4996', '5677', '5450', '5904', '5383', '4087', '4702', '5815', '4082', '4126', '5958', '4535', '5337']","['5771', '4126', '5958', '4087', '5866', '5243', '4873', '4373', '5383', '5904', '4896', '4902', '5206', '4331', '5563']",['4087' '4126' '4373' '5383' '5904' '5958']
tgm005_preop,"['4134', '5105', '4476', '4789', '4668', '5100', '4373', '4609', '4996', '5677', '5450', '5904', '5383', '4087', '4702']","['4984', '5105', '4507', '4056', '4609', '5230', '4230', '4657', '4814', '4709', '5955', '4412', '4193', '5449', '4580']",['4609' '5105']
tgm006_preop,"['4137', '4668', '4373', '4996', '5677', '5450', '5904', '5383', '4087', '4702', '5815', '4082', '4126', '5958', '4535']","['5958', '5767', '4663', '4134', '4137', '5358', '5401', '4996', '4632', '4873', '5677', '4373', '4087', '4772', '4126']",['4087' '4126' '4137' '4373' '4996' '5677' '5958']
tgm008_preop,"['4668', '4373', '4996', '5677', '5450', '5904', '5383', '4087', '4702', '5815', '4082', '4126', '5958', '4902', '4535']","['4563', '5249', '4796', '5233', '5395', '5845', '4166', '5355', '5219', '5788', '5702', '4548', '5032', '4352', '5028']",[]
tgm009_preop,"['4999', '4772', '4668', '4373', '4996', '5677', '5450', '5904', '4202', '5383', '4087', '4702', '5815', '5715', '4082']","['4772', '4202', '5715', '4999', '4373', '4285', '4416', '4663', '5450', '5892', '5815', '5100', '5575', '5009', '5337']",['4202' '4373' '4772' '4999' '5450' '5715' '5815']
tgm010_preop,"['5745', '5322', '4087', '5081', '4668', '4373', '4996', '5677', '5450', '5904', '5383', '4702', '5815', '4082', '5778']","['4406', '5926', '5745', '5190', '4387', '5081', '5472', '4746', '4330', '5989', '5540', '4794', '4797', '4792', '5322']",['5081' '5322' '5745']
tgm011_preop,"['4668', '5686', '5383', '4476', '4134', '5422', '4373', '4996', '5677', '5408', '5450', '5904', '4087', '4702', '5815']","['5686', '4668', '5003', '4888', '4709', '5422', '4476', '5408', '5230', '4704', '4201', '4448', '5449', '5105', '4507']",['4476' '4668' '5408' '5422' '5686']
tgm013_preop,"['4668', '4373', '4996', '5677', '5450', '5904', '5383', '4087', '4702', '5815', '4082', '4126', '5958', '4535', '5337']","['4126', '5958', '4087', '5243', '4373', '5383', '4873', '5904', '5771', '5206', '5866', '4896', '4902', '4638', '5767']",['4087' '4126' '4373' '5383' '5904' '5958']
tgm014_preop,"['4796', '4976', '5233', '5589', '5563', '5845', '4548', '4087', '4968', '4902', '4668', '4848', '4373', '4996', '5677']","['4796', '5233', '4976', '5845', '5589', '4933', '5250', '4700', '4848', '5599', '5824', '5827', '4563', '5671', '4822']",['4796' '4848' '4976' '5233' '5589' '5845']
tgm015_preop,"['5574', '4789', '5955', '5449', '4668', '4230', '4609', '5958', '4134', '4137', '4984', '5383', '5105', '4373', '5100']","['4230', '4984', '4709', '4056', '4657', '4412', '4814', '5955', '5783', '4580', '4507', '5105', '5449', '4515', '4193']",['4230' '4984' '5105' '5449' '5955']
tgm016_preop,"['4741', '4290', '4876', '4257', '4933', '4668', '4373', '4996', '5677', '5450', '5904', '5383', '4087', '4702', '5227']","['4787', '4933', '5844', '4637', '4578', '4741', '4297', '5250', '5284', '4006', '4481', '5671', '4872', '4707', '5873']",['4741' '4933']
tgm017_preop,"['5406', '4122', '4357', '4403', '4782', '5227', '4569', '4876', '5751', '4695', '5904', '4996', '5422', '4290', '5431']","['5431', '4939', '4357', '5044', '4569', '5059', '5751', '5992', '5683', '5406', '4232', '5448', '4718', '4892', '5012']",['4357' '4569' '5406' '5431' '5751']
tgm018_preop,"['4668', '4373', '4996', '5677', '5450', '5904', '5383', '4087', '4702', '5815', '4082', '4126', '5958', '4535', '5337']","['5464', '5513', '4099', '5164', '5024', '4143', '5292', '4595', '5765', '4614', '4793', '4186', '5086', '5776', '5334']",[]
tgm019_preop,"['4297', '4933', '4311', '5671', '5048', '4741', '4848', '5640', '5134', '4578', '4584', '4471', '5842', '5627', '4902']","['4933', '4578', '4297', '4787', '5671', '5250', '4311', '5640', '5048', '4848', '5844', '4637', '4481', '5577', '4872']",['4297' '4311' '4578' '4848' '4933' '5048' '5640' '5671']
tgm021_preop,"['5871', '5244', '5412', '4793', '5292', '5748', '4668', '4373', '4996', '5677', '5450', '5334', '5383', '5904', '4087']","['4900', '5412', '5466', '5797', '4792', '5605', '4433', '5779', '5851', '4658', '5102', '4875', '4620', '4746', '5281']",['5412']
tgm022_preop,"['4668', '4919', '4373', '4996', '4535', '5677', '5450', '5184', '5904', '5383', '4087', '4702', '5815', '4082', '4126']","['4835', '4919', '4855', '4535', '5184', '4863', '5778', '4087', '5915', '5841', '5745', '5958', '4273', '5220', '4126']",['4087' '4126' '4535' '4919' '5184']
tgm023_preop,"['4668', '4134', '4373', '4996', '5677', '5450', '5904', '5383', '4087', '4702', '5815', '4082', '4126', '5958', '4535']","['4476', '4134', '4668', '5230', '5105', '4507', '4709', '5422', '5686', '5449', '5408', '5003', '4984', '4609', '4888']",['4134' '4668']
tgm024_preop,"['5464', '5024', '4668', '4373', '4996', '5677', '5450', '5904', '5383', '4087', '4702', '5815', '4082', '4126', '5958']","['5164', '4595', '4143', '5464', '4614', '4711', '4865', '5500', '5024', '4724', '5931', '5101', '5712', '5412', '4100']",['5024' '5464']
